,season,team,position,player_id
4460,2019,NO,LS,00-0033063
4461,2019,DEN,DL,00-0033064
4462,2019,IND,OL,00-0033065
4463,2019,CIN,DL,00-0033066
4464,2019,CAR,WR,00-0033069
4465,2019,CAR,DB,00-0033070
4466,2019,CHI,LB,00-0033072
4467,2019,KC,DL,00-0033073
4468,2019,NYJ,DL,00-0033075
4469,2019,NYJ,DB,00-0033076
4470,2019,DAL,QB,00-0033077
4471,2019,SEA,WR,00-0033078
4472,2019,MIA,WR,00-0033079
4473,2019,JAX,TE,00-0033080
4474,2019,GB,OL,00-0033082
4475,2019,DAL,DB,00-0033083
4476,2019,KC,DB,00-0033084
4477,2019,TB,OL,00-0033085
4478,2019,LAC,TE,00-0033090
4479,2019,LAC,DB,00-0033091
4480,2019,MIA,WR,00-0033092
4481,2019,ARI,DL,00-0033093
4482,2019,DET,WR,00-0033094
4483,2019,NO,TE,00-0033095
4484,2019,BUF,DL,00-0033096
4485,2019,SF,OL,00-0033097
4486,2019,SEA,QB,00-0033098
4487,2019,PIT,DB,00-0033103
4488,2019,NE,QB,00-0033104
4489,2019,LA,QB,00-0033106
4490,2019,CIN,DB,00-0033107
4491,2019,PIT,QB,00-0033108
4492,2019,PIT,DL,00-0033109
4493,2019,LA,TE,00-0033110
4494,2019,ARI,WR,00-0033111
4495,2019,CAR,TE,00-0033112
4496,2019,LA,WR,00-0033114
4497,2019,NYJ,DL,00-0033117
4498,2019,ARI,RB,00-0033118
4499,2019,IND,QB,00-0033119
4500,2019,GB,DL,00-0033120
4501,2019,GB,LB,00-0033121
4502,2019,NE,LB,00-0033122
4503,2019,JAX,DL,00-0033123
4504,2019,GB,DB,00-0033124
4505,2019,CLE,LB,00-0033125
4506,2019,HOU,WR,00-0033127
4507,2019,TB,LB,00-0033129
4508,2019,DAL,DL,00-0033131
4509,2019,TEN,DB,00-0033132
4510,2019,NYJ,K,00-0033138
4511,2019,NO,LB,00-0033140
4512,2019,KC,LB,00-0033147
4513,2019,SF,OL,00-0033151
4514,2019,LAC,DL,00-0033156
4515,2019,BAL,OL,00-0033161
4516,2019,LAC,RB,00-0033164
4517,2019,NYG,DL,00-0033176
4518,2019,LAC,DB,00-0033187
4519,2019,LA,P,00-0033189
4520,2019,TB,LS,00-0033196
4521,2019,MIA,LS,00-0033199
4522,2019,BUF,P,00-0033201
4523,2019,TB,WR,00-0033215
4524,2019,IND,TE,00-0033217
4525,2019,ATL,P,00-0033218
4526,2019,PIT,DB,00-0033220
4527,2019,SF,OL,00-0033221
4528,2019,DAL,DB,00-0033222
4529,2019,PIT,DL,00-0033226
4530,2019,WAS,LB,00-0033234
4531,2019,PHI,TE,00-0033240
4532,2019,CLE,LB,00-0033242
4533,2019,IND,OL,00-0033245
4534,2019,LA,TE,00-0033246
4535,2019,PIT,DL,00-0033248
4536,2019,IND,WR,00-0033251
4537,2019,CAR,OL,00-0033253
4538,2019,ARI,TE,00-0033258
4539,2019,PIT,WR,00-0033259
4540,2019,NYJ,LS,00-0033260
4541,2019,DEN,TE,00-0033261
4542,2019,LA,WR,00-0033266
4543,2019,IND,P,00-0033269
4544,2019,WAS,LB,00-0033270
4545,2019,BAL,DB,00-0033274
4546,2019,IND,QB,00-0033275
4547,2019,OAK,OL,00-0033277
4548,2019,CAR,RB,00-0033280
4549,2019,BAL,DB,00-0033281
4550,2019,CAR,WR,00-0033282
4551,2019,BAL,LB,00-0033283
4552,2019,CAR,OL,00-0033284
4553,2019,PHI,DL,00-0033285
4554,2019,BUF,OL,00-0033287
4555,2019,SF,TE,00-0033288
4556,2019,CAR,DB,00-0033289
4557,2019,NE,OL,00-0033290
4558,2019,TEN,WR,00-0033291
4559,2019,SF,WR,00-0033292
4560,2019,GB,RB,00-0033293
4561,2019,BAL,DB,00-0033294
4562,2019,KC,RB,00-0033295
4563,2019,CAR,RB,00-0033296
4564,2019,SF,DL,00-0033297
4565,2019,SEA,LB,00-0033298
4566,2019,HOU,DB,00-0033299
4567,2019,NYJ,OL,00-0033300
4568,2019,SF,OL,00-0033301
4569,2019,MIA,DB,00-0033302
4570,2019,KC,K,00-0033303
4571,2019,JAX,RB,00-0033304
4572,2019,LAC,WR,00-0033305
4573,2019,DET,WR,00-0033306
4574,2019,SF,WR,00-0033307
4575,2019,SF,RB,00-0033308
4576,2019,DAL,TE,00-0033315
4577,2019,OAK,OL,00-0033317
4578,2019,SF,QB,00-0033319
4579,2019,BAL,OL,00-0033323
4580,2019,NE,DL,00-0033324
4581,2019,MIN,OL,00-0033326
4582,2019,DEN,DB,00-0033333
4583,2019,MIN,LB,00-0033336
4584,2019,CAR,LB,00-0033337
4585,2019,CIN,TE,00-0033338
4586,2019,CIN,DB,00-0033339
4587,2019,CIN,LB,00-0033344
4588,2019,CIN,OL,00-0033345
4589,2019,CIN,DL,00-0033347
4590,2019,NO,QB,00-0033357
4591,2019,MIA,OL,00-0033359
4592,2019,CLE,DB,00-0033362
4593,2019,MIA,DB,00-0033363
4594,2019,NE,WR,00-0033366
4595,2019,JAX,WR,00-0033367
4596,2019,NO,WR,00-0033373
4597,2019,NO,RB,00-0033374
4598,2019,DEN,WR,00-0033375
4599,2019,BAL,RB,00-0033376
4600,2019,HOU,OL,00-0033377
4601,2019,NO,WR,00-0033379
4602,2019,NE,DL,00-0033381
4603,2019,NO,WR,00-0033382
4604,2019,NE,OL,00-0033383
4605,2019,TEN,WR,00-0033386
4606,2019,SEA,TE,00-0033387
4607,2019,OAK,DB,00-0033390
4608,2019,NYJ,LB,00-0033392
4609,2019,IND,DB,00-0033393
4610,2019,PHI,LB,00-0033396
4611,2019,MIA,LB,00-0033399
4612,2019,MIA,P,00-0033400
4613,2019,WAS,DL,00-0033403
4614,2019,CIN,DB,00-0033405
4615,2019,CLE,DL,00-0033408
4616,2019,CAR,DB,00-0033410
4617,2019,NYG,OL,00-0033414
4618,2019,WAS,DB,00-0033415
4619,2019,JAX,LB,00-0033420
4620,2019,TB,TE,00-0033421
4621,2019,ATL,LB,00-0033423
4622,2019,TEN,LB,00-0033424
4623,2019,CIN,DB,00-0033430
4624,2019,CAR,WR,00-0033434
4625,2019,WAS,DB,00-0033435
4626,2019,CHI,DL,00-0033438
4627,2019,CLE,TE,00-0033439
4628,2019,NYJ,WR,00-0033441
4629,2019,OAK,LB,00-0033445
4630,2019,SEA,OL,00-0033446
4631,2019,ATL,LB,00-0033447
4632,2019,HOU,WR,00-0033449
4633,2019,HOU,LB,00-0033450
4634,2019,JAX,LB,00-0033452
4635,2019,TEN,TE,00-0033455
4636,2019,CIN,WR,00-0033460
4637,2019,MIA,LB,00-0033461
4638,2019,MIA,DB,00-0033462
4639,2019,CIN,DL,00-0033463
4640,2019,WAS,WR,00-0033464
4641,2019,BUF,WR,00-0033466
4642,2019,SEA,DB,00-0033467
4643,2019,OAK,LB,00-0033468
4644,2019,BUF,DL,00-0033469
4645,2019,MIA,WR,00-0033471
4646,2019,KC,WR,00-0033474
4647,2019,TEN,LB,00-0033477
4648,2019,KC,WR,00-0033481
4649,2019,WAS,DB,00-0033482
4650,2019,NYJ,OL,00-0033490
4651,2019,SF,OL,00-0033500
4652,2019,KC,DL,00-0033501
4653,2019,NYJ,DB,00-0033503
4654,2019,NO,OL,00-0033505
4655,2019,ATL,OL,00-0033511
4656,2019,ATL,DB,00-0033512
4657,2019,NO,WR,00-0033517
4658,2019,NYJ,DB,00-0033520
4659,2019,NYG,LB,00-0033521
4660,2019,WAS,DL,00-0033523
4661,2019,GB,DB,00-0033524
4662,2019,WAS,LB,00-0033525
4663,2019,MIA,RB,00-0033526
4664,2019,WAS,DB,00-0033527
4665,2019,WAS,TE,00-0033528
4666,2019,WAS,OL,00-0033529
4667,2019,PHI,WR,00-0033530
4668,2019,NYG,LS,00-0033531
4669,2019,WAS,LB,00-0033532
4670,2019,OAK,DB,00-0033533
4671,2019,DAL,DL,00-0033535
4672,2019,LAC,WR,00-0033536
4673,2019,HOU,QB,00-0033537
4674,2019,DEN,OL,00-0033538
4675,2019,DET,LB,00-0033539
4676,2019,ATL,DL,00-0033540
4677,2019,MIA,DL,00-0033541
4678,2019,LAC,OL,00-0033542
4679,2019,PHI,DB,00-0033543
4680,2019,IND,DB,00-0033544
4681,2019,SF,DB,00-0033545
4682,2019,NYG,DL,00-0033546
4683,2019,HOU,LB,00-0033547
4684,2019,DAL,DB,00-0033548
4685,2019,PHI,LB,00-0033549
4686,2019,BUF,QB,00-0033550
4687,2019,PHI,DB,00-0033551
4688,2019,SEA,WR,00-0033552
4689,2019,PIT,RB,00-0033553
4690,2019,SEA,DB,00-0033554
4691,2019,MIA,WR,00-0033555
4692,2019,CHI,RB,00-0033556
4693,2019,DET,LB,00-0033557
4694,2019,MIA,OL,00-0033560
4695,2019,PHI,RB,00-0033561
4696,2019,PIT,WR,00-0033562
4697,2019,HOU,DL,00-0033563
4698,2019,DEN,TE,00-0033564
4699,2019,NYJ,OL,00-0033565
4700,2019,LAC,DB,00-0033566
4701,2019,ATL,RB,00-0033567
4702,2019,NYJ,DB,00-0033568
4703,2019,HOU,OL,00-0033569
4704,2019,IND,LB,00-0033570
4705,2019,BUF,LB,00-0033571
4706,2019,DET,DB,00-0033572
4707,2019,PHI,WR,00-0033573
4708,2019,MIA,DL,00-0033574
4709,2019,DAL,DB,00-0033575
4710,2019,CHI,TE,00-0033576
4711,2019,PHI,LB,00-0033577
4712,2019,LAC,OL,00-0033578
4713,2019,DAL,DB,00-0033579
4714,2019,ARI,LB,00-0033580
4715,2019,PHI,RB,00-0033581
4716,2019,TB,DL,00-0033582
4717,2019,TB,DL,00-0033584
4718,2019,ATL,DB,00-0033587
4719,2019,LAC,DL,00-0033588
4720,2019,SEA,WR,00-0033589
4721,2019,TEN,DL,00-0033590
4722,2019,DAL,WR,00-0033591
4723,2019,SEA,OL,00-0033592
4724,2019,SEA,RB,00-0033594
4725,2019,TB,DL,00-0033595
4726,2019,NO,RB,00-0033596
4727,2019,IND,QB,00-0033597
4728,2019,CLE,DL,00-0033598
4729,2019,PHI,WR,00-0033599
4730,2019,NO,WR,00-0033604
4731,2019,LAC,LB,00-0033606
4732,2019,MIA,DB,00-0033608
4733,2019,CLE,TE,00-0033611
4734,2019,ARI,DB,00-0033612
4735,2019,ARI,DL,00-0033614
4736,2019,PIT,WR,00-0033620
4737,2019,WAS,TE,00-0033623
4738,2019,BUF,TE,00-0033627
4739,2019,CHI,OL,00-0033631
4740,2019,CHI,WR,00-0033633
4741,2019,CHI,LB,00-0033635
4742,2019,PHI,OL,00-0033636
4743,2019,NYJ,LB,00-0033642
4744,2019,IND,DB,00-0033649
4745,2019,MIN,DL,00-0033651
4746,2019,DAL,TE,00-0033658
4747,2019,DEN,LB,00-0033659
4748,2019,DAL,QB,00-0033662
4749,2019,IND,OL,00-0033663
4750,2019,OAK,OL,00-0033667
4751,2019,DET,QB,00-0033672
4752,2019,SEA,DL,00-0033673
4753,2019,TB,DB,00-0033674
4754,2019,DEN,DB,00-0033675
4755,2019,DEN,OL,00-0033676
4756,2019,JAX,WR,00-0033681
4757,2019,CAR,OL,00-0033682
4758,2019,KC,DL,00-0033686
4759,2019,NYG,WR,00-0033687
4760,2019,ATL,DL,00-0033693
4761,2019,LAC,TE,00-0033696
4762,2019,LAC,DB,00-0033697
4763,2019,LAC,RB,00-0033699
4764,2019,TEN,LB,00-0033700
4765,2019,ATL,K,00-0033702
4766,2019,JAX,LB,00-0033704
4767,2019,LAC,WR,00-0033705
4768,2019,LAC,WR,00-0033706
4769,2019,BUF,OL,00-0033715
4770,2019,MIA,LB,00-0033716
4771,2019,NO,RB,00-0033719
4772,2019,PHI,RB,00-0033725
4773,2019,PIT,DL,00-0033726
4774,2019,PHI,P,00-0033729
4775,2019,PHI,DB,00-0033731
4776,2019,PHI,WR,00-0033733
4777,2019,MIA,DB,00-0033734
4778,2019,IND,TE,00-0033735
4779,2019,SEA,OL,00-0033740
4780,2019,SEA,TE,00-0033742
4781,2019,SEA,OL,00-0033744
4782,2019,OAK,TE,00-0033745
4783,2019,SF,DL,00-0033746
4784,2019,NYJ,OL,00-0033750
4785,2019,MIN,OL,00-0033752
4786,2019,CAR,DB,00-0033756
4787,2019,GB,TE,00-0033757
4788,2019,OAK,DL,00-0033758
4789,2019,ARI,RB,00-0033760
4790,2019,GB,TE,00-0033763
4791,2019,HOU,LB,00-0033765
4792,2019,IND,TE,00-0033766
4793,2019,NO,DB,00-0033770
4794,2019,HOU,LB,00-0033776
4795,2019,DET,DB,00-0033779
4796,2019,DEN,DL,00-0033782
4797,2019,SF,DB,00-0033783
4798,2019,CHI,DB,00-0033784
4799,2019,PIT,OL,00-0033785
4800,2019,CIN,DL,00-0033786
4801,2019,PHI,K,00-0033787
4802,2019,BAL,OL,00-0033788
4803,2019,TB,RB,00-0033789
4804,2019,CIN,LB,00-0033790
4805,2019,CIN,DB,00-0033791
4806,2019,PHI,DB,00-0033792
4807,2019,CHI,OL,00-0033793
4808,2019,LA,LB,00-0033794
4809,2019,TB,OL,00-0033795
4810,2019,DEN,RB,00-0033797
4811,2019,CIN,TE,00-0033798
4812,2019,SEA,DB,00-0033809
4813,2019,CHI,WR,00-0033815
4814,2019,BUF,OL,00-0033816
4815,2019,ATL,DB,00-0033819
4816,2019,KC,OL,00-0033831
4817,2019,PIT,RB,00-0033838
4818,2019,JAX,WR,00-0033839
4819,2019,HOU,WR,00-0033840
4820,2019,CAR,DB,00-0033845
4821,2019,TB,RB,00-0033854
4822,2019,SF,WR,00-0033855
4823,2019,JAX,RB,00-0033856
4824,2019,PIT,WR,00-0033857
4825,2019,TEN,TE,00-0033858
4826,2019,NYJ,WR,00-0033859
4827,2019,MIA,DL,00-0033860
4828,2019,GB,DB,00-0033861
4829,2019,ARI,K,00-0033862
4830,2019,DET,OL,00-0033863
4831,2019,CLE,DL,00-0033868
4832,2019,CHI,QB,00-0033869
4833,2019,SF,DL,00-0033870
4834,2019,TEN,WR,00-0033871
4835,2019,NYJ,DB,00-0033872
4836,2019,KC,QB,00-0033873
4837,2019,NO,DB,00-0033874
4838,2019,ARI,LB,00-0033875
4839,2019,PHI,DL,00-0033876
4840,2019,IND,DB,00-0033877
4841,2019,TEN,DB,00-0033878
4842,2019,TB,TE,00-0033879
4843,2019,MIA,DL,00-0033880
4844,2019,NYG,TE,00-0033881
4845,2019,HOU,DB,00-0033882
4846,2019,NYG,DB,00-0033883
4847,2019,BUF,DB,00-0033884
4848,2019,CLE,TE,00-0033885
4849,2019,PIT,LB,00-0033886
4850,2019,WAS,LB,00-0033887
4851,2019,NO,OL,00-0033888
4852,2019,JAX,OL,00-0033889
4853,2019,ARI,DB,00-0033890
4854,2019,OAK,WR,00-0033891
4855,2019,NYJ,DB,00-0033892
4856,2019,MIN,RB,00-0033893
4857,2019,NO,DB,00-0033894
4858,2019,LA,TE,00-0033895
4859,2019,CHI,TE,00-0033896
4860,2019,CIN,RB,00-0033897
4861,2019,TB,DB,00-0033898
4862,2019,OAK,QB,00-0033899
4863,2019,NE,DB,00-0033900
4864,2019,SEA,OL,00-0033901
4865,2019,KC,DL,00-0033902
4866,2019,DAL,DB,00-0033903
4867,2019,BUF,OL,00-0033904
4868,2019,CLE,DL,00-0033905
4869,2019,NO,RB,00-0033906
4870,2019,JAX,DL,00-0033907
4871,2019,LA,WR,00-0033908
4872,2019,MIN,OL,00-0033909
4873,2019,LAC,OL,00-0033910
4874,2019,CLE,WR,00-0033911
4875,2019,NYJ,DL,00-0033912
4876,2019,BAL,DL,00-0033913
4877,2019,NO,LB,00-0033914
4878,2019,GB,LB,00-0033915
4879,2019,NYJ,LB,00-0033917
4880,2019,WAS,DB,00-0033918
4881,2019,NE,DL,00-0033920
4882,2019,TB,WR,00-0033921
4883,2019,MIA,OL,00-0033922
4884,2019,CLE,RB,00-0033923
4885,2019,HOU,DL,00-0033924
4886,2019,IND,RB,00-0033925
4887,2019,SEA,DB,00-0033926
4888,2019,LA,DB,00-0033927
4889,2019,DAL,DB,00-0033928
4890,2019,GB,DL,00-0033929
4891,2019,PIT,DB,00-0033930
4892,2019,SEA,DB,00-0033931
4893,2019,DET,WR,00-0033932
4894,2019,IND,WR,00-0033933
4895,2019,SEA,DL,00-0033934
4896,2019,NO,DL,00-0033935
4897,2019,SF,QB,00-0033936
4898,2019,PIT,WR,00-0033937
4899,2019,TB,LB,00-0033938
4900,2019,MIA,LB,00-0033939
4901,2019,MIN,DL,00-0033940
4902,2019,LAC,DB,00-0033941
4903,2019,CAR,OL,00-0033942
4904,2019,LA,WR,00-0033943
4905,2019,MIN,LB,00-0033944
4906,2019,LA,LB,00-0033945
4907,2019,OAK,OL,00-0033946
4908,2019,NE,DL,00-0033947
4909,2019,GB,RB,00-0033948
4910,2019,JAX,QB,00-0033949
4911,2019,NYG,RB,00-0033950
4912,2019,IND,RB,00-0033951
4913,2019,IND,DL,00-0033952
4914,2019,TB,TE,00-0033953
4915,2019,TEN,LB,00-0033954
4916,2019,JAX,RB,00-0033955
4917,2019,OAK,LB,00-0033956
4918,2019,OAK,QB,00-0033958
4919,2019,MIA,OL,00-0033960
4920,2019,WAS,DL,00-0033962
4921,2019,LA,DL,00-0033963
4922,2019,IND,DL,00-0033964
4923,2019,DEN,OL,00-0033965
4924,2019,NYJ,TE,00-0033966
4925,2019,MIN,DL,00-0033969
4926,2019,HOU,DB,00-0033970
4927,2019,TB,DL,00-0033971
4928,2019,SF,LB,00-0033973
4929,2019,JAX,RB,00-0033975
4930,2019,WAS,DL,00-0033976
4931,2019,DAL,WR,00-0033992
4932,2019,DEN,WR,00-0033994
4933,2019,MIA,OL,00-0033995
4934,2019,CIN,LB,00-0033997
4935,2019,NYG,DL,00-0034009
4936,2019,ATL,TE,00-0034010
4937,2019,ARI,TE,00-0034011
4938,2019,ARI,DL,00-0034012
4939,2019,CAR,OL,00-0034026
4940,2019,NE,DL,00-0034030
4941,2019,TEN,WR,00-0034034
4942,2019,LAC,WR,00-0034038
4943,2019,PIT,LB,00-0034051
4944,2019,CAR,WR,00-0034052
4945,2019,PHI,WR,00-0034054
4946,2019,NYJ,OL,00-0034058
4947,2019,DEN,P,00-0034064
4948,2019,NO,WR,00-0034068
4949,2019,WAS,DB,00-0034071
4950,2019,DEN,WR,00-0034072
4951,2019,SF,TE,00-0034073
4952,2019,LAC,OL,00-0034076
4953,2019,CIN,DL,00-0034077
4954,2019,NO,DB,00-0034078
4955,2019,LA,OL,00-0034080
4956,2019,HOU,WR,00-0034081
4957,2019,LAC,K,00-0034084
4958,2019,ATL,DB,00-0034085
4959,2019,IND,WR,00-0034087
4960,2019,CLE,DB,00-0034088
4961,2019,IND,LB,00-0034090
4962,2019,IND,DB,00-0034091
4963,2019,NYG,DB,00-0034093
4964,2019,DET,DB,00-0034095
4965,2019,SF,DB,00-0034096
4966,2019,NE,OL,00-0034097
4967,2019,CAR,DB,00-0034098
4968,2019,WAS,TE,00-0034101
4969,2019,WAS,OL,00-0034102
4970,2019,OAK,WR,00-0034103
4971,2019,WAS,WR,00-0034104
4972,2019,LA,LB,00-0034107
4973,2019,DEN,RB,00-0034109
4974,2019,DEN,DB,00-0034111
4975,2019,DEN,OL,00-0034112
4976,2019,LA,OL,00-0034114
4977,2019,SF,RB,00-0034115
4978,2019,NO,DB,00-0034116
4979,2019,NO,LB,00-0034117
4980,2019,DEN,OL,00-0034118
4981,2019,PIT,LB,00-0034121
4982,2019,CAR,DL,00-0034122
4983,2019,DEN,DB,00-0034123
4984,2019,PIT,QB,00-0034126
4985,2019,NYG,OL,00-0034128
4986,2019,MIA,DB,00-0034130
4987,2019,ATL,QB,00-0034131
4988,2019,ATL,WR,00-0034132
4989,2019,SEA,LB,00-0034139
4990,2019,ATL,OL,00-0034140
4991,2019,ATL,WR,00-0034141
4992,2019,PIT,OL,00-0034142
4993,2019,KC,DB,00-0034145
4994,2019,KC,LB,00-0034153
4995,2019,ATL,DL,00-0034154
4996,2019,TB,OL,00-0034155
4997,2019,PIT,RB,00-0034156
4998,2019,MIN,OL,00-0034158
4999,2019,SEA,TE,00-0034159
5000,2019,SEA,P,00-0034160
5001,2019,OAK,K,00-0034161
5002,2019,GB,P,00-0034162
5003,2019,HOU,LB,00-0034163
5004,2019,NYJ,RB,00-0034164
5005,2019,CLE,OL,00-0034165
5006,2019,OAK,DL,00-0034166
5007,2019,NYG,LB,00-0034167
5008,2019,GB,LS,00-0034168
5009,2019,CAR,TE,00-0034169
5010,2019,ARI,WR,00-0034170
5011,2019,DET,LB,00-0034171
5012,2019,CHI,K,00-0034173
5013,2019,GB,QB,00-0034177
5014,2019,GB,DB,00-0034179
5015,2019,BAL,OL,00-0034182
5016,2019,BAL,RB,00-0034184
5017,2019,GB,DL,00-0034185
5018,2019,GB,OL,00-0034186
5019,2019,CIN,OL,00-0034187
5020,2019,BAL,LB,00-0034190
5021,2019,KC,TE,00-0034192
5022,2019,PIT,TE,00-0034193
5023,2019,PIT,DL,00-0034194
5024,2019,CAR,WR,00-0034196
5025,2019,OAK,LS,00-0034198
5026,2019,BAL,RB,00-0034200
5027,2019,MIA,RB,00-0034201
5028,2019,CIN,K,00-0034202
5029,2019,LA,DB,00-0034203
5030,2019,PIT,LB,00-0034204
5031,2019,PIT,WR,00-0034206
5032,2019,MIN,WR,00-0034207
5033,2019,MIN,RB,00-0034208
5034,2019,MIN,DL,00-0034209
5035,2019,DET,LB,00-0034210
5036,2019,MIN,DB,00-0034213
5037,2019,MIN,DL,00-0034215
5038,2019,PIT,DB,00-0034216
5039,2019,PIT,DB,00-0034217
5040,2019,JAX,RB,00-0034221
5041,2019,DET,DL,00-0034223
5042,2019,LA,DB,00-0034224
5043,2019,SEA,DL,00-0034234
5044,2019,NYJ,OL,00-0034239
5045,2019,PIT,OL,00-0034250
5046,2019,CLE,DL,00-0034251
5047,2019,CLE,RB,00-0034253
5048,2019,CLE,DB,00-0034255
5049,2019,NYG,WR,00-0034256
5050,2019,CLE,WR,00-0034258
5051,2019,LA,OL,00-0034261
5052,2019,OAK,DL,00-0034262
5053,2019,SF,DB,00-0034263
5054,2019,MIN,DL,00-0034264
5055,2019,BAL,DB,00-0034265
5056,2019,LA,LB,00-0034266
5057,2019,BAL,WR,00-0034267
5058,2019,CLE,WR,00-0034268
5059,2019,GB,OL,00-0034269
5060,2019,MIN,TE,00-0034270
5061,2019,DET,WR,00-0034271
5062,2019,GB,WR,00-0034272
5063,2019,CLE,WR,00-0034273
5064,2019,JAX,DB,00-0034274
5065,2019,NYJ,DL,00-0034275
5066,2019,WAS,DB,00-0034276
5067,2019,BAL,DB,00-0034277
5068,2019,PHI,WR,00-0034278
5069,2019,GB,WR,00-0034279
5070,2019,KC,OL,00-0034280
5071,2019,BAL,OL,00-0034281
5072,2019,SF,DL,00-0034283
5073,2019,GB,DL,00-0034284
5074,2019,MIA,DL,00-0034285
5075,2019,SF,WR,00-0034286
5076,2019,OAK,LB,00-0034287
5077,2019,KC,LB,00-0034288
5078,2019,KC,OL,00-0034289
5079,2019,LAC,DL,00-0034290
5080,2019,JAX,QB,00-0034291
5081,2019,NYJ,OL,00-0034295
5082,2019,KC,LB,00-0034296
5083,2019,KC,WR,00-0034297
5084,2019,LAC,DB,00-0034299
5085,2019,KC,DB,00-0034300
5086,2019,KC,RB,00-0034301
5087,2019,NYJ,LB,00-0034302
5088,2019,NYJ,LB,00-0034303
5089,2019,MIN,LB,00-0034305
5090,2019,WAS,LB,00-0034308
5091,2019,MIN,WR,00-0034309
5092,2019,PHI,DB,00-0034310
5093,2019,MIN,RB,00-0034311
5094,2019,OAK,TE,00-0034313
5095,2019,NO,WR,00-0034317
5096,2019,PIT,DL,00-0034318
5097,2019,KC,TE,00-0034319
5098,2019,SF,DL,00-0034320
5099,2019,GB,TE,00-0034322
5100,2019,DET,DB,00-0034324
5101,2019,NO,DL,00-0034325
5102,2019,CLE,DL,00-0034326
5103,2019,LAC,WR,00-0034330
5104,2019,PIT,RB,00-0034331
5105,2019,WAS,DL,00-0034333
5106,2019,WAS,DB,00-0034334
5107,2019,PIT,DB,00-0034335
5108,2019,WAS,LB,00-0034336
5109,2019,WAS,DB,00-0034337
5110,2019,WAS,WR,00-0034339
5111,2019,PIT,TE,00-0034340
5112,2019,IND,OL,00-0034342
5113,2019,MIA,QB,00-0034343
5114,2019,NO,DL,00-0034344
5115,2019,DET,OL,00-0034345
5116,2019,NYG,OL,00-0034346
5117,2019,CHI,OL,00-0034347
5118,2019,DEN,WR,00-0034348
5119,2019,DET,RB,00-0034349
5120,2019,LAC,LB,00-0034350
5121,2019,PHI,TE,00-0034351
5122,2019,DAL,OL,00-0034352
5123,2019,CHI,WR,00-0034353
5124,2019,IND,DL,00-0034354
5125,2019,TB,DB,00-0034355
5126,2019,CAR,DB,00-0034356
5127,2019,ATL,DB,00-0034357
5128,2019,WAS,RB,00-0034358
5129,2019,IND,DL,00-0034359
5130,2019,NYG,LB,00-0034360
5131,2019,HOU,DB,00-0034361
5132,2019,NYG,DB,00-0034362
5133,2019,ATL,DL,00-0034363
5134,2019,HOU,TE,00-0034364
5135,2019,CAR,TE,00-0034365
5136,2019,HOU,WR,00-0034366
5137,2019,IND,RB,00-0034367
5138,2019,DEN,LB,00-0034368
5139,2019,PHI,QB,00-0034369
5140,2019,DEN,WR,00-0034370
5141,2019,DET,DL,00-0034371
5142,2019,CHI,LB,00-0034372
5143,2019,DAL,DL,00-0034373
5144,2019,TB,DB,00-0034374
5145,2019,LAC,LB,00-0034375
5146,2019,BUF,DB,00-0034376
5147,2019,PHI,DB,00-0034377
5148,2019,ATL,RB,00-0034378
5149,2019,HOU,OL,00-0034379
5150,2019,JAX,OL,00-0034380
5151,2019,PHI,DL,00-0034381
5152,2019,CAR,DL,00-0034382
5153,2019,DAL,TE,00-0034383
5154,2019,SF,DB,00-0034384
5155,2019,NE,LB,00-0034385
5156,2019,TB,WR,00-0034386
5157,2019,CHI,DL,00-0034387
5158,2019,DEN,DB,00-0034388
5159,2019,TEN,DB,00-0034389
5160,2019,DET,OL,00-0034390
5161,2019,BUF,DB,00-0034391
5162,2019,LAC,OL,00-0034392
5163,2019,DEN,TE,00-0034393
5164,2019,CIN,DL,00-0034394
5165,2019,IND,WR,00-0034395
5166,2019,CAR,LB,00-0034396
5167,2019,WAS,DL,00-0034397
5168,2019,CAR,DB,00-0034398
5169,2019,CLE,OL,00-0034399
5170,2019,IND,RB,00-0034400
5171,2019,NYJ,QB,00-0034401
5172,2019,HOU,LB,00-0034402
5173,2019,DET,LB,00-0034403
5174,2019,ARI,LB,00-0034404
5175,2019,ARI,OL,00-0034405
5176,2019,PIT,WR,00-0034406
5177,2019,BUF,WR,00-0034407
5178,2019,NYG,DB,00-0034408
5179,2019,LAC,WR,00-0034409
5180,2019,DAL,LB,00-0034410
5181,2019,ATL,WR,00-0034411
5182,2019,NYJ,QB,00-0034412
5183,2019,ATL,LB,00-0034413
5184,2019,PHI,RB,00-0034414
5185,2019,TB,LB,00-0034415
5186,2019,JAX,QB,00-0034416
5187,2019,PHI,OL,00-0034417
5188,2019,DAL,WR,00-0034418
5189,2019,NYJ,WR,00-0034419
5190,2019,HOU,TE,00-0034420
5191,2019,HOU,LB,00-0034421
5192,2019,ARI,LB,00-0034422
5193,2019,ATL,QB,00-0034423
5194,2019,IND,LB,00-0034424
5195,2019,SF,DB,00-0034425
5196,2019,CHI,WR,00-0034426
5197,2019,DEN,RB,00-0034427
5198,2019,JAX,LB,00-0034428
5199,2019,PHI,OL,00-0034429
5200,2019,CAR,LB,00-0034430
5201,2019,IND,LB,00-0034431
5202,2019,DET,RB,00-0034432
5203,2019,DET,RB,00-0034433
5204,2019,MIA,DL,00-0034434
5205,2019,HOU,DB,00-0034435
